id,categoria_id,nombre,marca_id,volumen,precio
308648,9.0,Crown Royal Cornerstone,1.0,750,44.99
380775,3.0,Cabin Fever Maple Flavored Whiskey,1.0,750,15.0
181045,9.0,Crown Royal Black,1.0,375,12.38
430292,5.0,Tanqueray Old Tom,1.0,1000,26.25
299044,5.0,Bailey's Candy Cane,1.0,200,6.21
138356,7.0,Smirnoff Coconut Mini,1.0,500,8.58
183087,47.0,Smirnoff Vodka 100 Prf,1.0,1750,24.0
461765,7.0,Jeremiah Weed Sweet Tea Vodka,1.0,750,14.99
221963,7.0,Jeremiah Weed Sweet Tea,1.0,1000,15.75
4887,7.0,Jeremiah Weed Sweet Tea Vodka,1.0,1750,22.46
336393,7.0,Jeremiah Weed Sweet Tea Mini,1.0,500,6.42
321712,7.0,Gordon's Orange Flavored Vodka,1.0,750,7.89
177773,19.0,Ciroc Luxury Vodka,1.0,375,13.88
277201,19.0,Ciroc Super Premium Vodka,1.0,750,27.75
281211,19.0,Ciroc Super Premium Vodka,1.0,1000,33.75
205566,1.0,Haig Club,1.0,750,37.49
36873,1.0,Johnnie Walker Select Cask,1.0,750,37.49
226728,1.0,J & B Rare Scotch,1.0,1750,33.75
261940,1.0,J & B Rare Scotch,1.0,1000,22.47
27812,1.0,J & B Rare Scotch,1.0,750,18.38
50329,1.0,J & B Rare Scotch,1.0,375,10.76
422948,1.0,J & B Rare Scotch,1.0,50,19.02
404936,1.0,Johnnie Walker Swing,1.0,750,51.74
410587,1.0,Johnnie Walker Double Black,1.0,750,35.24
300559,1.0,Johnnie Walker Platinum,1.0,750,89.99
366859,1.0,Johnnie Walker Black,1.0,750,31.49
446524,1.0,Johnnie Walker Black,1.0,1000,41.61
360258,1.0,Johnnie Walker Blue,1.0,750,195.0
445821,1.0,Johnnie Walker Gold Label Scotch,1.0,750,74.78
125862,1.0,Johnnie Walker Black,1.0,1750,52.5
107195,1.0,Johnnie Walker Red,1.0,375,12.0
454964,1.0,Johnnie Walker Red,1.0,750,21.74
185179,1.0,Johnnie Walker Red Label Scotch,1.0,1000,26.25
259078,1.0,Johnnie Walker Red,1.0,1750,41.24
36013,1.0,Johnnie Walker Green,1.0,750,48.74
262799,1.0,Johnnie Walker Gold Label Reserve,1.0,750,67.49
237753,1.0,Johnnie Walker Gold Label Reserve,1.0,750,67.49
264774,1.0,Oban Little Bay,1.0,750,65.24
26210,1.0,Haig & Haig Pinch (dimple) 15 Yr,1.0,750,31.86
189444,1.0,Talisker Storm,1.0,750,54.74
8426,1.0,King George Iv Scotch,1.0,1000,10.65
245168,1.0,Johnnie Walker Blue Gift Bottle HA,1.0,750,202.49
193623,1.0,Buchanan's Master,1.0,750,36.75
260957,1.0,Johnnie Walker Red Scotch Minis,1.0,502,19.58
9376,1.0,Buchanans 18yr Spec Res Scotch,1.0,750,58.59
240004,1.0,Johnnie Walker Black (do Not Use),1.0,1750,64.75
42260,1.0,Talisker 18yr Malt Scotch HA,1.0,750,113.9
150882,1.0,Usher's Green Stripe Scotch,1.0,1000,12.74
14932,1.0,White Horse 12yr Scotch-Dno,1.0,750,24.89
448601,1.0,Buchanans Scotch,1.0,1000,37.49
339917,1.0,Talisker 25yr Malt Scotch HA,1.0,750,153.99
427749,1.0,Johnnie Walker Swing HA,1.0,750,45.0
118199,1.0,White Horse Scotch,1.0,1750,23.07
104801,1.0,Johnnie Walker Black Minis,1.0,50,30.5
375181,1.0,Johnnie Walker King George V HA,1.0,750,444.98
390167,1.0,Black & White Scotch,1.0,750,13.2
361554,1.0,J & B Rare Scotch,1.0,200,6.69
303517,9.0,Seagrams V.o. Bl Canadian Whisky,1.0,1000,14.99
458637,9.0,Seagrams V.o. Bl Canadian Whisky Pet,1.0,1750,24.0
275559,9.0,Crown Royal Brickyard,1.0,750,19.13
213695,9.0,Crown Royal Cask No. 16,1.0,750,52.44
303960,9.0,Crown Royal Special Reserve,1.0,750,37.5
435090,9.0,Crown Royal Regal Apple,1.0,750,22.5
335630,9.0,Crown Royal Regal Apple,1.0,1750,47.99
127926,22.0,Bushmills Tri-Pack,1.0,150,5.78
428015,1.0,Johnnie Walker Red Label Scotch,1.0,200,5.97
32147,1.0,Vat 69 Scotch,1.0,1750,18.48
119736,1.0,White Horse Scotch,1.0,750,13.02
234199,1.0,Johnnie Walker Sampler Pack,1.0,804,85.44
19269,1.0,Crawford Scotch,1.0,1000,10.65
427499,1.0,Black & White Scotch,1.0,1750,28.4
310206,1.0,Crawford Scotch,1.0,1750,17.28
317178,1.0,Vat 69 Gold Scotch,1.0,750,8.19
10572,1.0,Buchanan's Red Seal,1.0,750,126.75
161166,1.0,Johnnie Walker Black 100th Anniversary,1.0,750,32.94
268335,1.0,Dimple Pinch(haig & Haig),1.0,750,31.86
448494,1.0,Johnnie Walker Gold,1.0,750,74.78
183049,1.0,J & B Rare Scotch,1.0,50,19.02
140527,1.0,Johnnie Walker Gold Label Reserve,1.0,750,74.99
150183,1.0,Johnnie Walker Black,1.0,375,14.94
175555,1.0,Johnnie Walker Black,1.0,1750,52.5
346139,1.0,Johnnie Walker Green DNO,1.0,750,56.25
55731,1.0,Johnnie Walker Blue Year of the Ram HA,1.0,750,224.99
387373,1.0,Buchanan 12yr Scotch,1.0,1000,36.75
416187,1.0,Oban Distillers Edition HA,1.0,750,67.49
167985,1.0,Pittyvaich 25YR HA,1.0,750,336.24
384895,1.0,Port Ellen 34yr HA,1.0,750,1762.43
111306,1.0,Port Ellen 32YR HA,1.0,750,3210.75
181576,1.0,The Cally 40YR HA,1.0,750,1011.24
259114,1.0,Peter Dawson Special Scotch,1.0,750,9.02
57245,1.0,Johnnie Walker Odyssey HA,1.0,750,747.96
463280,1.0,Johnnie Walker Blue Alfred Dunhill Edition HA,1.0,750,224.99
369093,1.0,Johnnie Walker Private Collection 2014 Smoke HA,1.0,750,637.5
355994,1.0,Buchanan Deluxe 12YO,1.0,375,18.74
12836,1.0,Caol Ila 30YR HA,1.0,750,524.99
400969,1.0,Clynelish HA,1.0,750,56.24
105792,1.0,Clynelish Select Reserve HA,1.0,750,724.5
25353,1.0,Dailuaine 34YR HA,1.0,750,504.99
461180,1.0,Dalwhinnie Distillers Edition HA,1.0,750,59.99
63489,1.0,Johnnie Walker Blue(The John Walker) HA,1.0,750,2399.93
99610,1.0,JW Private Collection 2014 Smoke HA,1.0,750,637.5
272455,1.0,Johnnie Walker Private Collection 2015 Fruit HA,1.0,750,637.5
326447,2.0,Bulleit Bourbon,1.0,375,12.36
133247,2.0,Bulleit Bourbon,1.0,375,11.24
63975,2.0,Bulleit Bourbon,1.0,750,22.5
96940,2.0,Bulleit,1.0,1000,29.99
150185,2.0,Bulleit Bourbon,1.0,1750,37.5
381613,2.0,Bulleit Bourbon 10YR,1.0,750,34.5
44882,2.0,I.W. Harper,1.0,750,22.49
144076,9.0,Black Velvet Canadian Whisky 36mo,1.0,50,0.59
370745,22.0,Bushmills Tri-Pack,1.0,150,5.78
192990,2.0,I.W. Harper 15YR,1.0,750,52.5
442837,2.0,I. W. Harper Gold Medal Bourbon,1.0,750,27.26
329522,2.0,Jeremiah Weed Blended Bourbon,1.0,750,13.38
146735,2.0,Very Special Old Fitzgerald Bourbon,1.0,750,25.25
124065,2.0,Cabin Fever Maple Flavored Whisky,1.0,750,16.02
164885,2.0,Bourbon Heritage Multi-Pack,1.0,750,24.59
384399,2.0,Orphan Barrel Forged Oak HA,1.0,750,52.49
385201,2.0,Orphan Barrel Lost Prophet HA,1.0,750,97.49
120098,2.0,Old Blowhard HA,1.0,750,112.49
315543,2.0,Orphan Barrel Rhetoric 21YR HA,1.0,750,74.99
1684,2.0,Rhetoric HA,1.0,750,74.99
19883,3.0,Seagrams 7 Crown Bl Whiskey Mini,1.0,500,9.26
288418,3.0,Seagrams 7 Crown Bl Whiskey,1.0,200,2.99
379092,3.0,Seagrams 7 Crown Bl Whiskey,1.0,375,5.25
49521,3.0,Seagrams 7 Crown Bl Whiskey,1.0,750,10.5
200793,3.0,Seagrams 7 Crown Bl Whiskey,1.0,1000,12.0
80582,3.0,Seagrams 7 Crown Bl Whiskey,1.0,1750,17.94
302422,3.0,Seagrams 7 Crown Pet Flask,1.0,750,10.5
243470,3.0,Seagram's Seven Crown 75th Anniversary Editio,1.0,750,10.35
190260,3.0,Seagrams Seven Crown Orchard Apple Mini,1.0,500,9.26
36035,3.0,Seagrams Seven Crown Orchard Apple,1.0,750,10.5
78822,3.0,Seagrams Seven Crown American Spiced Mini,1.0,500,9.26
251415,3.0,Seagrams Seven Crown American Spiced,1.0,750,10.5
115530,3.0,Yukon Jack Jacapple Mini,1.0,500,7.45
102573,3.0,Yukon Jack Jacapple,1.0,750,13.88
100367,3.0,Yukon Jack Wicked Hot Mini,1.0,500,7.45
226820,3.0,Yukon Jack Wicked Hot,1.0,750,13.88
303828,3.0,Jeremiah Weed Sarsaparilla Whiskey,1.0,750,14.48
821,3.0,Jeremiah Weed Spiced Whiskey,1.0,750,14.48
50577,3.0,Orphan Barrel Gifted Horse HA,1.0,750,37.49
431447,4.0,Tanqueray Gin,1.0,603,26.18
246997,4.0,Tanqueray Gin,1.0,375,10.49
71733,4.0,Tanqueray Gin,1.0,750,18.75
241716,4.0,Tanqueray Gin,1.0,1000,23.25
317435,9.0,Crown Royal W/50ml Crown Royal Special Reserv,1.0,750,21.38
181202,9.0,Crown Royal Hand Selected Barrel #2650,1.0,750,41.24
403566,9.0,Crown Royal Hand Selected Barrel #2544,1.0,750,41.24
345211,9.0,Crown Royal Hand Selected Barrel #2604,1.0,750,41.24
231565,9.0,Crown Royal Hand Selected Barrel #2665,1.0,750,41.24
217218,9.0,Crown Royal Hand Selected Barrel #2572,1.0,750,41.24
339808,9.0,Crown Royal Hand Selected Barrel #2561,1.0,750,41.24
312728,9.0,Crown Royal Hand Selected Barrel #2648,1.0,750,41.24
245994,4.0,Tanqueray Gin,1.0,1750,37.49
199348,4.0,Tanqueray Rangpur Gin,1.0,502,27.0
118024,4.0,Tanqueray No. Ten,1.0,750,26.24
281480,4.0,Tanqueray Rangpur Gin,1.0,1000,23.99
43485,4.0,Tanqueray Rangpur Gin,1.0,750,19.13
189764,5.0,Johnnie Walker Collection Pack,1.0,800,89.99
243980,5.0,Johnny Walker Black Glass Pack,1.0,750,30.0
248614,5.0,Johnnie Walker Black 100th Anniversary,1.0,750,33.75
127722,5.0,Johnnie Walker Gold W/glasses,1.0,750,58.47
52539,5.0,Bushmills With Two Mugs,1.0,750,19.22
105334,5.0,Crown Royal W/4 Glasses,1.0,1750,43.13
306328,42.0,Ciroc Amaretto,1.0,750,27.74
271268,5.0,Crown Royal Special Resesrve W/2 Glasses,1.0,750,33.75
157438,5.0,Crown Royal Nascar - Daytona,1.0,750,19.13
8724,5.0,Crown Royal Reserve W/glasses & Coasters,1.0,750,32.0
219821,5.0,Crown Royal Special Reserve With Glasses,1.0,750,32.0
6364,5.0,Crown Royal With 2 Glasses,1.0,750,17.6
331159,5.0,Crown Royal w/Flask,1.0,1750,47.22
316753,5.0,Crown Royal w/2 Glasses,1.0,750,22.5
336359,5.0,Crown Royal W/50ml Crown Royal Black,1.0,800,22.13
151471,5.0,Crown Royal With Pouring Cradle,1.0,1750,45.36
164035,5.0,Tanqueray Gin With Tonic,1.0,1750,33.83
158575,5.0,Johnnie Walker Black w/Flask,1.0,750,30.75
114121,5.0,Tanqueray 10 W/martini Glass,1.0,750,23.96
268956,5.0,Tanqueray Ten W/shaker,1.0,750,24.74
288525,5.0,Godiva Flavore Pack,1.0,200,7.7
289096,5.0,Emmets Glass Pack,1.0,750,10.59
206218,5.0,Godet Two Glass Pack,1.0,375,10.76
62800,5.0,Goldschlager Glass Pack,1.0,750,16.5
321984,5.0,Goldschlager With Boxer Shorts,1.0,750,15.8
151320,11.0,Glenlivet 12YR,7.0,375,17.24
234255,22.0,Bushmills Black Bush Irish Whiskey,1.0,750,31.35
36995,22.0,Bushmills 1608 Anniversary Edition,1.0,750,74.99
417008,22.0,Bushmills Single Malt Irish Why.,1.0,750,33.0
134309,22.0,Bushmills Malt 21yr,1.0,750,75.0
46156,5.0,Crown Royal Tailgate Pack w/2 Reusable Glasses,1.0,750,22.5
451207,5.0,Bailey's Original Irish Cream Multi Pack,1.0,200,9.99
8641,5.0,Rumple Minze 2 Glass Pack,1.0,750,15.71
382649,5.0,Rumple Minze With Stein,1.0,750,16.46
23762,5.0,Romana Sambuca W/2 Glasses,1.0,750,18.75
210009,5.0,Romana Sambuca Cappuccino Cups,1.0,375,9.78
130231,5.0,Sheridan's Glass Pack,1.0,375,10.76
319855,5.0,Captain Morgan Original Spiced Barrel Tray Pack,1.0,1750,26.25
309438,5.0,Yukon Jack Snakebite Shot Glass Gift Set,1.0,375,6.38
402462,5.0,Yukon Jack Perma Frost Shot Glass Gift Set,1.0,375,6.38
150889,5.0,Yukon Jack Rainbow Shot Glass Gift Set,1.0,375,6.38
460553,5.0,Yukon Jack Shot Glass Gift Set,1.0,375,6.38
23246,5.0,Don Julio Tri Pack,1.0,1127,66.0
443030,5.0,Don Julio Anejo W/glasses,1.0,750,45.0
365832,5.0,Don Julio Reposado W/2 Glasses,1.0,750,40.5
98893,5.0,Bailey's Original Irish Cream w/4 Shot Glasses,1.0,750,19.88
21886,5.0,Ketel One 325 Anniversary Bottle,1.0,1000,26.25
267010,5.0,Bailey's Original w/Ice Cream Bowl,1.0,1000,25.88
456056,5.0,Smirnoff w/Smirnoff 200ml Tray Pack,1.0,1950,22.13
322666,5.0,Captain Morgan Original Spiced 1.75L w/CM White 200ml,1.0,1950,27.0
250618,5.0,Smirnoff 1.75L w/Smirnoff Raspberry 200ml,1.0,1950,22.13
167501,5.0,Smirnoff w/Smirnoff Raspberry 200ml Tray Pack,1.0,1950,22.13
217840,5.0,Captain Morgan Signature Series Limited Edition,1.0,750,15.0
221317,5.0,Crown Royal 1.75L w/50ml CR Maple & CR Black,1.0,1850,47.25
34269,5.0,Johnnie Walker Collection Pack HA,1.0,800,89.99
85771,6.0,Gordon's Vodka 80prf,1.0,1000,8.52
185211,6.0,Gordon's Vodka 80 Prf - Pet,1.0,1750,14.61
361038,6.0,Gordon's Vodka Convenience Pack,1.0,750,7.89
368283,6.0,Popov Vodka 80 Prf,1.0,200,2.63
20740,6.0,Popov Vodka 80 Prf,1.0,375,4.5
107367,6.0,Popov Vodka 80 Prf,1.0,750,6.75
40582,6.0,Popov Vodka 80 Prf,1.0,1000,8.25
240822,6.0,Popov Vodka 80 Prf,1.0,1750,12.75
171814,6.0,Popov Vodka 80 Prf Traveler,1.0,750,6.75
199975,6.0,Relska Vodka,1.0,1750,10.75
326449,6.0,Relska 80 Proof Vodka,1.0,1750,10.76
358598,6.0,Smirnoff Vodka 80prf,1.0,50,0.62
207993,7.0,Shady Fruit Real Valencia Orange Mini,1.0,500,7.05
346655,11.0,Malt Scotch Sampler,1.0,603,52.5
349537,11.0,Cragganmore Distillers Edition 25YR HA,1.0,750,420.0
32227,7.0,Shady Fruit Valencia Orange,1.0,750,11.99
451806,7.0,Shady Fruit Real Ruby Red Grapefruit Mini,1.0,500,7.05
445728,7.0,Shady Fruit Ruby Red Grapefruit,1.0,750,11.99
448119,7.0,Shady Fruit Real Ruby Red Grapefruit,1.0,1750,11.99
249161,7.0,Smirnoff Cinna-Sugar Twist,1.0,750,12.38
194643,7.0,Smirnoff Wild Honey Mini,1.0,500,8.58
432478,7.0,Smirnoff Wild Honey,1.0,750,12.38
261886,7.0,Smirnoff Amaretto Mini,1.0,500,8.58
299915,7.0,Smirnoff Root Beer Float Mini,1.0,500,8.58
296968,7.0,Smirnoff Root Beer Float,1.0,750,12.38
273555,7.0,Smirnoff Iced Cake Mini,1.0,500,8.58
406071,7.0,Smirnoff Iced Cake,1.0,750,12.38
367790,7.0,Smirnoff Kissed Caramel Mini,1.0,500,8.58
161911,7.0,Smirnoff Kissed Caramel,1.0,750,12.38
156896,7.0,Smirnoff Spiced Root Beer,1.0,750,12.17
134255,7.0,Smirnoff Dark Roasted Espresso Mini,1.0,502,5.82
428554,7.0,Smirnoff Pineapple Vodka,1.0,750,12.38
73051,7.0,Smirnoff Grape Vodka,1.0,750,12.38
457410,7.0,Smirnoff Passion Fruit Vodka,1.0,750,12.38
123079,7.0,Smirnoff Twist Of Watermelon,1.0,502,8.58
116475,7.0,Smirnoff Twist Of Watermelon,1.0,502,5.07
44001,7.0,Smirnoff Fluffed Marshallmallow Mini,1.0,500,8.58
180751,7.0,Smirnoff Watermelon Vodka,1.0,750,12.38
335331,7.0,Smirnoff Twist Of Watermelon,1.0,1000,13.8
26154,7.0,Smirnoff Fluffed Marshmallow,1.0,750,12.38
255708,7.0,Smirnoff Twist Of Strawberry,1.0,502,8.58
8611,7.0,Smirnoff Strawberry Vodka,1.0,750,12.38
100393,7.0,Smirnoff Strawberry Vodka,1.0,1000,13.88
431918,7.0,Smirnoff Whipped Cream Mini,1.0,500,8.57
111530,7.0,Smirnoff Whipped Cream,1.0,750,12.38
55133,7.0,Smirnoff Black Cherry Twist,1.0,502,8.58
160272,7.0,Smirnoff Cherry Vodka,1.0,750,12.38
276282,7.0,Smirnoff Twist Of Blueberry,1.0,502,8.58
362851,7.0,Smirnoff Blueberry Vodka,1.0,750,12.38
444190,7.0,Jeremiah Weed Peach Sweet Tea,1.0,750,14.99
44845,7.0,Gordon's Citrus Vodka,1.0,750,7.89
436938,7.0,Gordon's Wildberry Flavored Vodka,1.0,750,7.89
366421,7.0,Smirnoff Twist Of Lime,1.0,502,8.58
329443,7.0,Smirnoff Lime Vodka,1.0,750,12.38
179290,7.0,Smirnoff Cranberry Vodka,1.0,750,12.38
273747,7.0,Smirnoff Twist Of Green Apple,1.0,1000,13.8
406121,10.0,Captain Morgan Spiced Barrel,1.0,1750,27.0
156767,11.0,Talisker Distillers Edition HA,1.0,750,57.0
37068,5.0,Smirnoff Vodka w/ Bloody Mary Mix,1.0,1750,20.96
30024,5.0,Johnnie Walker Double Black,1.0,750,33.71
54008,7.0,Smirnoff Flavor Twist Five Pack,1.0,6000,3.39
322078,7.0,Smirnoff Twist Of Green Apple,1.0,1750,22.53
324670,7.0,Smirnoff Green Apple Vodka,1.0,750,12.38
25688,7.0,Smirnoff Twist Of Cranberry,1.0,1000,13.8
266085,7.0,Smirnoff Citrus Vodka,1.0,750,12.38
168166,5.0,Ketel One Shaker Set,1.0,750,20.21
326173,5.0,Ketel One W/glasses,1.0,750,18.75
451501,7.0,Smirnoff Citrus Vodka,1.0,1000,13.88
7574,7.0,Smirnoff Orange Vodka,1.0,750,12.38
327083,7.0,Smirnoff Orange Vodka,1.0,1000,13.88
362634,7.0,Smirnoff Twist Of Orange,1.0,1750,22.53
449489,7.0,Smirnoff Raspberry Vodka,1.0,750,12.38
384212,7.0,Smirnoff Raspberry Vodka,1.0,1000,13.88
415653,7.0,Smirnoff Raspberry,1.0,1750,20.97
410143,7.0,Smirnoff Vanilla,1.0,1750,20.97
378223,7.0,Smirnoff Vanilla Vodka,1.0,750,12.38
132672,7.0,Smirnoff Vanilla Vodka,1.0,1000,13.88
60980,7.0,Popov Cherry Vodka,1.0,750,6.42
204808,5.0,Captain Morgan's Parrot Bay With Pitcher,1.0,750,10.64
382499,5.0,Ciroc W/martini Glass,1.0,750,25.16
440954,5.0,Tanqueray No Ten W/martini Glass,1.0,750,23.96
21198,5.0,Captain Morgans Parrot Bay With Pitcher,1.0,750,10.64
205139,14.0,Captain Morgan Parrot Bay Mango Mojito,1.0,1750,15.75
425468,14.0,Parrot Bay Tropical Rum Punch Pouch,1.0,1750,12.36
86844,14.0,Parrot Bay Pina Colada Pouch,1.0,1750,12.36
368025,14.0,Parrot Bay Mudslide,1.0,1750,12.75
374554,14.0,Parrot Bay Orange Pineapple Dream,1.0,1750,12.75
364449,14.0,Parrot Bay Pina Colada,1.0,200,1.79
19142,14.0,Parrot Bay Tropical Rum Punch,1.0,200,1.79
272563,14.0,Parrot Bay Lime Margarita,1.0,1750,12.75
362606,14.0,Parrot Bay Strawberry Margarita,1.0,1750,12.75
23626,14.0,Parrot Bay Light Lime Margarita,1.0,1750,12.75
266476,7.0,Popov Grape Vodka,1.0,750,6.42
165589,14.0,Heublein Brass Monkey Cocktail,1.0,750,5.42
433543,14.0,Heublein Grasshopper Cocktail,1.0,750,5.42
79801,14.0,Heublein Pina Colada Cocktail,1.0,750,5.42
89775,14.0,Heublein Manhattan Cocktail,1.0,750,5.42
166703,14.0,Heublein Vodka Martini Cocktail,1.0,750,5.4
181227,14.0,Heublein Extra Dry Martini,1.0,750,5.4
268081,14.0,Jeremiah Weed Half And Half,1.0,1750,15.75
441653,5.0,Smirnoff Citrus Twist Party Pack,1.0,1000,9.75
465951,7.0,Popov Raspberry Vodka,1.0,750,6.42
651,14.0,Smirnoff Tuscan Lemonade,1.0,1750,15.75
331490,14.0,Smirnoff Tuscan Lemonade,1.0,750,9.63
435265,7.0,Ursus Blue Raspberry Vodka,1.0,750,8.22
41422,7.0,Ursus Blue Raspberry Vodka,1.0,1000,9.68
151839,7.0,Ursus Green Apple Vodka,1.0,750,8.22
184086,7.0,Ursus Green Apple Vodka,1.0,1000,9.68
260609,7.0,Ursus Punch Flavored Vodka,1.0,750,8.22
445105,7.0,Ursus Punch Vodka,1.0,1000,9.68
416012,7.0,Smirnoff Peach Mini,1.0,500,8.58
241274,7.0,Smirnoff Peach Vodka,1.0,750,12.38
193554,7.0,Godiva Chocolate Raspberry Vodka,1.0,750,24.0
428040,14.0,Sandra Lee Cocktail Time Margarita,1.0,750,11.24
216786,14.0,Sandra Lee Cocktail Time Strawberry Margarita,1.0,750,11.24
433441,14.0,Tgif On The Rocks Long Island Ice Tea,1.0,750,5.73
38932,14.0,Tgi Friday's B-52,1.0,1750,11.19
204494,14.0,Tgi Fridays Orange Dream,1.0,1750,11.91
192288,14.0,Smirnoff Savannah Tea,1.0,1750,15.75
143643,14.0,Smirnoff Mojito,1.0,1750,15.75
379390,14.0,Smirnoff Mojito,1.0,1750,15.02
293038,14.0,Smirnoff Grand Cosmo,1.0,1750,15.75
465943,14.0,Smirnoff Signatures Cape Codder,1.0,750,6.15
424421,14.0,Smirnoff Signatures Cape Codder,1.0,1750,10.77
111572,14.0,Smirnoff Signatures Green Apple Martini,1.0,1750,10.77
273958,14.0,Smirnoff Signatures Green Apple Martini,1.0,750,6.15
310702,14.0,Smirnoff Signatures Screwdriver,1.0,750,6.15
372188,14.0,Smirnoff Signatures Screwdriver,1.0,1750,10.77
76447,14.0,Smirnoff Pomegranate Martini,1.0,1750,15.75
211561,14.0,Tgi Fridays Mint Chocolate Chip,1.0,750,6.0
193205,14.0,Tgi Fridays Strawberry Shortcake,1.0,750,6.0
379520,14.0,Tgif Strawberry Shortcake,1.0,1750,11.91
179494,14.0,Tgi Fridays Mint Chocolate Chip,1.0,1750,11.19
245449,14.0,Studebaker Old Fashioned,1.0,750,18.74
461686,14.0,Studebaker Manhattan,1.0,750,18.74
170262,14.0,Tgif On The Rocks Margarita,1.0,750,5.73
420960,14.0,Tgi Fridays Mudslide,1.0,750,6.0
334477,14.0,Tgi Fridays Mudslide,1.0,1750,11.91
80858,14.0,Tgif Lemonade,1.0,1750,9.59
390379,7.0,Godiva Chocolate Vodka,1.0,750,24.0
406543,7.0,Smirnoff Sorbet Light White Peach,1.0,750,12.38
446852,7.0,Smirnoff Sorbet Light Summer Strawberry,1.0,750,12.38
260256,7.0,Smirnoff Sorbet Light Pineapple Coconut Mini,1.0,500,8.58
187719,7.0,Smirnoff Sorbet Light Pineapple Coconut,1.0,750,12.38
291217,7.0,Smirnoff Sorbet Light Lemon,1.0,750,12.38
173956,7.0,Smirnoff Sorbet Light Mango Passion Fruit,1.0,750,12.38
269085,7.0,Smirnoff Sorbet Light Raspberry Pomegranate,1.0,750,12.38
36868,7.0,Smirnoff Sorbet Light Lemon Mini,1.0,500,8.58
357585,7.0,Smirnoff Sorbet Light Mango Passion Fruit Mini,1.0,500,8.58
138196,7.0,Smirnoff Sorbet Light Raspberry Pomegranate Mini,1.0,500,8.58
338395,14.0,Tgif Blenders Amaretto Mudslide,1.0,1750,11.19
108452,14.0,Tgif Vanilla,1.0,1750,11.19
272318,14.0,Tgi Fridays Margarita,1.0,1750,11.91
342084,14.0,Tgif On The Rocks Pina Colada,1.0,750,5.73
215868,14.0,Tgi Fridays Pina Colada,1.0,750,6.0
4001,14.0,Tgi Fridays Pina Colada,1.0,1750,11.91
384453,14.0,Tgi Fridays Strawberry Daiquiri,1.0,1750,11.91
49754,14.0,Tgif On The Rocks Mudslide,1.0,750,5.73
242521,14.0,Tgif On The Rocks Raspberry Cosmo,1.0,750,5.73
444763,14.0,Tgif Blender Berry Lemonade,1.0,1750,11.91
277139,14.0,Tgif Blenders Vanilla Carmel Swirl,1.0,1750,11.19
143621,14.0,Tgif On The Rocks White Russian,1.0,750,5.73
401682,23.0,Bulleit Rye,1.0,375,11.24
430240,23.0,Bulleit 95 Rye,1.0,1750,51.74
127969,23.0,Bulleit 95 Rye,1.0,750,22.5
256721,7.0,Smirnoff Citrus,1.0,1000,13.88
203964,7.0,Smirnoff Coconut,1.0,750,12.38
43090,7.0,Smirnoff Cranberry,1.0,750,12.38
259467,7.0,Smirnoff Fluffed Marshmallow,1.0,750,12.38
225877,7.0,Smirnoff Grape,1.0,750,12.38
90897,7.0,Smirnoff Green Apple,1.0,750,12.38
19750,7.0,Smirnoff Iced Cake,1.0,750,12.38
